BURUNDI,Sub-Saharan Africa ,0.5998677168,0.7186132259,0.7803163397,0.8457141636,0.9157176501,0.9880065971,1.064800398,1.139661618,1.151369849,1.157323351
CABO VERDE,Sub-Saharan Africa ,5.275834882,3.88078283,3.644802102,3.877871873,4.098652621,4.355740347,4.325117788,4.407021851,4.408590099,4.409697343
CAMBODIA,East Asia and Pacific ,0.1695116718,0.1659758863,0.1019650805,0.07429143014,0.1135758691,0.1727317186,0.2610319258,0.3928304156,0.14603368,0.1484047458
CAMEROON,Sub-Saharan Africa ,1.960669541,3.090005448,3.086053517,3.090247102,3.101172226,3.115274384,3.123129291,3.131136927,3.131723971,3.12906514
CANADA,North America ,5.549726662,4.630391697,4.746660515,4.595805249,4.595790131,4.625822519,4.393060418,4.234672709,3.956239199,3.719326726
CAYMAN ISLANDS,Latin America and Caribbean ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRAL AFRICAN REPUBLIC,Sub-Saharan Africa ,1.030664792,1.191094387,1.180897528,1.176192881,1.175653697,1.176469234,1.179641732,1.170006095,1.170450762,1.169219747
CHAD,Sub-Saharan Africa ,0.3536854186,0.9435606441,1.001959912,1.055801241,1.10754242,1.167697653,1.171979926,1.172292272,1.172141759,1.167255131
CHILE,Latin America and Caribbean ,4.215776505,4.190399357,4.144729458,4.065551415,4.157195306,4.261589697,4.16438496,3.361896561,3.086655097,3.202875854
CHINA,East Asia and Pacific ,3.906857446,4.21870471,4.19227171,4.16276409,4.131086323,4.093470052,4.060374217,4.021586864,3.984998019,3.941074367
CHRISTMAS ISLAND,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCOS ISLANDS,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLOMBIA,Latin America and Caribbean ,4.372473264,4.21097398,4.124935192,3.842024538,3.965372684,4.086187383,3.627483771,3.265207805,3.170229127,2.879987153
COMOROS,Sub-Saharan Africa ,5.146793561,0.9584452625,0.9217881612,0.8909423489,0.8726164643,0.8632068133,0.8536531333,0.8461406476,0.8377502874,0.8282936964
CONGO,Sub-Saharan Africa ,1.066308674,1.169905698,1.181898936,1.194887121,1.206030212,1.200729656,1.208683378,1.243760445,1.227467614,1.227238492
COOK ISLANDS,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COSTA RICA,Latin America and Caribbean ,4.284320168,3.057730823,2.895984314,3.466273075,3.582986303,3.696321506,2.997652753,2.848323394,2.710428784,2.643939071
COTE D'IVOIRE,Sub-Saharan Africa ,0.8283596225,1.104106735,1.394577112,1.754303025,2.094067779,2.47836029,2.936982111,3.018324705,3.080128509,3.101709665
CROATIA,Europe and Central Asia ,5.106238435,5.223411665,5.200349747,5.193639824,4.960655405,4.723000618,4.92008821,5.271843162,5.789416879,5.4829593
CUBA,Latin America and Caribbean ,1.914897546,4.213587956,4.489805321,4.651517714,4.74142829,4.824002652,4.863548166,4.860208062,4.835868027,4.794898846
CURACAO,Latin America and Caribbean ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYPRUS,Europe and Central Asia ,6.147295432,3.704833834,2.317352009,1.807381759,1.982920307,2.17104105,1.940602783,1.800836903,1.9481961,1.731393588
CZECHIA,Europe and Central Asia ,4.14682362,3.457309187,3.523816718,3.139605662,3.13086866,3.127221484,3.02831952,2.85959635,2.702888522,2.479995571
CZECHOSLOVAKIA,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEMOCRATIC REPUBLIC OF CONGO,Sub-Saharan Africa ,1.348001374,2.326655075,2.509596026,2.696416954,2.889767414,3.093362552,3.301290063,3.508501459,3.543677876,3.559719327
DEMOCRATIC REPUBLIC OF VIETNAM,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENMARK,Europe and Central Asia ,4.196642862,3.615939784,3.681025047,3.565611057,3.383907054,3.210800581,3.400109102,3.387648508,3.359180485,2.798460568
DJIBOUTI,Middle East and North Africa ,2.710385852,2.822601334,2.811632526,2.812259224,2.804712877,2.79155707,2.783328905,2.777794122,2.767355138,2.749440838
DOMINICA,Latin America and Caribbean ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOMINICAN REPUBLIC,Latin America and Caribbean ,3.043013089,3.654988263,3.220860455,3.385093354,3.330047768,3.272975642,3.192387108,2.983504267,3.241446272,3.211309083
DUCHY OF MODENA AND REGGIO,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUCHY OF PARMA AND PIACENZA,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST GERMANY,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECUADOR,Latin America and Caribbean ,6.230989333,3.359378964,3.246131689,3.303548219,3.151138531,3.004370364,2.834326251,2.347137876,2.411222203,2.495303908
EGYPT,Middle East and North Africa ,17.12298124,13.71601633,11.95316416,10.42191455,11.36022963,12.36304499,9.393093576,8.897116195,3.754355149,3.492793936
EL SALVADOR,Latin America and Caribbean ,5.840379597,4.179698244,4.42154664,4.038999068,4.287275107,4.545633824,4.526128481,3.903980871,3.716585796,4.463127931
EQUATORIAL GUINEA,Sub-Saharan Africa ,8.33114003,9.465582263,9.315178593,9.180254533,9.104562662,8.999933811,8.865729971,8.754937515,8.691344422,8.618502496
ERITREA,Sub-Saharan Africa ,1.807793851,2.071497062,2.065079905,2.063235376,2.047604213,2.041480156,2.035644741,2.030027711,2.021643545,2.008750668
ESTONIA,Europe and Central Asia ,2.537654635,3.342014236,3.459278729,3.571666887,3.663375039,3.784389207,3.888954192,3.98752574,4.066454447,4.170938065
ESWATINI,Sub-Saharan Africa ,1.62903874,2.15486595,2.195633801,2.229170408,2.243552959,2.245682239,2.242548825,2.25126937,2.243412069,2.233522267
ETHIOPIA,Sub-Saharan Africa ,0.9051133298,0.4320408381,0.3716168437,0.3191926145,0.2733391689,0.2335296224,0.1993071886,0.1711115469,0.1433854604,0.1396947554
ETHIOPIA (FORMER),Sub-Saharan Africa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALKLAND ISLANDS,Latin America and Caribbean ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAROE ISLANDS,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEDERAL REPUBLIC OF CENTRAL AMERICA,Latin America and Caribbean ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIJI,East Asia and Pacific ,0.9959420936,1.283332266,1.254054721,1.225632254,1.22229783,1.213002576,1.197524031,1.17713232,1.167291589,1.155055835
FINLAND,Europe and Central Asia ,4.320053249,4.231968352,4.232427932,4.047333868,3.807942216,3.583018925,3.78097594,3.705941186,3.869631466,3.413275107
FRANCE,Europe and Central Asia ,4.324260848,4.244898332,4.273222063,4.255484959,4.24221639,4.224670355,4.238768975,4.20484057,4.942784481,5.024484451
FRENCH GUIANA,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCH POLYNESIA,East Asia and Pacific ,2.538140056,2.559842867,2.545434789,2.531532337,2.522137189,2.511527176,2.492292546,2.479613621,2.466648376,2.453957027
GABON,Sub-Saharan Africa ,1.197011358,2.59987042,2.583678815,2.564383091,2.547768272,2.529341291,2.506426735,2.480180919,2.45282287,2.421704793
GAMBIA,Sub-Saharan Africa ,1.326391139,1.488996852,1.487050475,1.482834145,1.478048599,1.473255477,1.467832107,1.461286647,1.452152268,1.440173628
GEORGIA,Europe and Central Asia ,1.512600277,1.133530449,1.384487168,1.329169206,1.631322796,1.993203983,1.999419395,2.158312656,2.155666402,2.143919784
GERMANY,Europe and Central Asia ,5.013425127,4.635378583,4.622094423,4.433674489,4.341096208,4.246992052,4.259640856,3.873572059,4.11150624,4.140498825
GHANA,Sub-Saharan Africa ,5.274616821,5.864577267,5.6086257,5.593068457,5.549877397,5.549460298,5.573854938,5.575304908,5.577372848,5.570186168
GIBRALTAR,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAND DUCHY OF BADEN,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAND DUCHY OF TUSCANY,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREAT COLOMBIA,Latin America and Caribbean ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREECE,Europe and Central Asia ,7.972809015,6.327729526,6.878631264,7.397173818,7.507796475,7.61783131,7.397336047,7.743055135,7.892485216,7.094867978
GREENLAND,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRENADA,Latin America and Caribbean ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUADELOUPE,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUAM,East Asia and Pacific ,2.960516065,3.045534769,3.033181977,3.019618603,3.004315364,2.982480153,2.956129561,2.937290516,2.915353292,2.894544488
GUATEMALA,Latin America and Caribbean ,3.185649655,2.960633802,2.746611331,3.082259928,2.875565601,2.680575845,2.797009635,3.356904922,4.183594555,4.701077314
GUERNSEY,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUINEA,Sub-Saharan Africa ,2.496759398,2.782383485,2.769164635,2.761951686,2.756771294,2.74391496,2.719355094,2.682895379,2.665105105,2.644297786
GUINEA-BISSAU,Sub-Saharan Africa ,0.6584300658,0.7362449654,0.7356285471,0.7349014489,0.7335008874,0.7287062871,0.7251696568,0.7208728611,0.7160361697,0.7095981093
GUYANA,Latin America and Caribbean ,5.54567814,5.965045745,5.94712423,5.919857553,5.882399825,5.829715807,5.868290208,5.797370352,5.729540765,5.652326929
HAITI,Latin America and Caribbean ,0.6390802271,0.729226398,0.7283526402,0.7275902501,0.7254487126,0.7222691517,0.719414099,0.7132466118,0.7094098643,0.7041117428
HONDURAS,Latin America and Caribbean ,11.00227286,11.45027173,9.666117631,10.99930027,10.43751989,9.897370782,9.911674904,10.03858877,9.97633004,9.932172985
HONG KONG,East Asia and Pacific ,4.864045806,2.940766903,2.935606869,2.794181454,2.664691128,2.538632304,2.645516156,2.654659051,2.210903809,2.24747461
HUNGARY,Europe and Central Asia ,5.077332878,3.749645746,3.64868149,3.599240124,3.557951003,3.504631988,3.670494886,4.152269634,4.217478857,4.293821856
ICELAND,Europe and Central Asia ,7.059792674,3.75975995,3.528816884,3.969930723,3.972903698,3.968231443,3.443152364,3.544151016,3.980149791,3.985807378
INDIA,South Asia ,0.974741962,1.602221444,1.708791394,1.818811748,1.964233843,2.065136737,2.265152187,2.125656045,2.100795014,2.867225381
INDONESIA,East Asia and Pacific ,2.262442884,3.574019156,3.514653114,3.515296394,3.544677758,3.574224515,3.510868793,3.407759586,3.222166842,3.164173777
IRAN,Middle East and North Africa ,4.635576761,3.591271384,3.699711481,3.538253127,3.61268827,3.684881974,3.629302961,3.13823681,3.116983484,3.047093258
IRAQ,Middle East and North Africa ,1.700707742,1.808284649,2.132739025,2.594702259,3.146634193,3.671523405,4.371492675,4.441874736,4.45445546,4.415247919
IRELAND,Europe and Central Asia ,5.971580898,4.632696462,4.575877619,4.620939037,4.470501024,4.321130635,4.195686918,4.076551814,3.705006241,3.913960735
ISLE OF MAN,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISRAEL,Middle East and North Africa ,3.942442638,3.726434784,3.969741623,3.993062383,3.684353069,3.391180408,3.259679016,3.094823552,3.080559127,3.056682479
ITALY,Europe and Central Asia ,6.642967803,6.597876336,6.614612307,6.476065121,6.267776641,6.063179095,5.967411732,5.947256508,5.879489494,6.233901804
JAMAICA,Latin America and Caribbean ,2.68446014,2.954659172,3.098650517,3.246219426,3.463890301,3.687564035,3.562420561,3.979265233,4.170883585,4.188837488
JAPAN,East Asia and Pacific ,2.861910102,2.146846064,2.044634236,2.037124885,1.984508842,1.938088555,1.823614292,1.772272212,1.724791292,1.659440843
JERSEY,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JORDAN,Middle East and North Africa ,5.629870522,4.210347545,4.055081352,3.900080272,3.745781228,3.590606438,3.134683953,2.712648254,3.190332731,3.121834707
KAZAKHSTAN,Europe and Central Asia ,0.8569224424,1.58023059,1.345245082,1.295490899,1.254606382,1.2290083,1.213923247,1.200992039,1.186583188,1.171290958
KENYA,Sub-Saharan Africa ,6.249156544,1.68352601,1.662371765,1.641554634,1.61598504,1.591775577,1.568014384,1.554196513,1.553547803,1.55228769
KINGDOM OF BAVARIA,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGDOM OF SARDINIA,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGDOM OF SAXONY,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGDOM OF THE TWO SICILIES,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGDOM OF WURTTEMBERG,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRIBATI,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOREA (FORMER),East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSOVO,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUWAIT,Middle East and North Africa ,0.5154433566,0.5548184955,0.5607473206,0.6713301104,0.666186773,0.6655051094,0.6733656775,0.6868443783,0.6718813374,0.6687947844
KYRGYZSTAN,Europe and Central Asia ,1.643268149,3.107886134,3.686270366,3.676084877,2.735935503,2.026562921,1.619578811,1.605949012,1.471272476,1.445321023
LAOS,East Asia and Pacific ,0.4460642314,0.5171688152,0.5218369412,0.5272005399,0.5328151582,0.5374766293,0.5428416553,0.5420677917,0.5434848582,0.5443446427
LATVIA,Europe and Central Asia ,4.128104738,3.979624077,4.301918484,4.233966278,4.25617864,4.291493449,4.090886555,4.627373231,4.747257243,4.612268889
LEBANON,Middle East and North Africa ,4.513785083,9.479330693,9.409910873,9.325060359,9.232013976,9.123902005,9.007290637,8.894011157,8.800126623,8.69600542
LESOTHO,Sub-Saharan Africa ,5.668536478,5.777381849,5.791782293,5.783127454,5.791582304,5.804050014,5.83791987,5.87209805,5.898923983,5.879076608
LIBERIA,Sub-Saharan Africa ,1.85982371,1.599577486,1.554550522,1.507707719,1.487789838,1.473075203,1.458136583,1.442769113,1.432183922,1.419663573
LIBYA,Middle East and North Africa ,1.787287689,1.927110473,1.914196956,1.903753734,1.898693248,1.887231097,1.868880034,1.852451666,1.833982189,1.813841109
LIECHTENSTEIN,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITHUANIA,Europe and Central Asia ,1.717841043,2.288686412,2.286512893,2.355606264,2.36593716,2.395089246,2.56750844,2.312564173,1.678692778,1.421600267
LUXEMBOURG,Europe and Central Asia ,2.351222321,2.43576426,3.5943387,3.917004499,3.399132987,2.941319276,3.282724937,3.396063018,3.477226969,3.29444727
MACAO,East Asia and Pacific ,3.381019465,3.220798537,3.354283593,3.181936544,3.214834758,3.245052083,3.22322245,3.21980741,3.207104498,3.190274631
MADAGASCAR,Sub-Saharan Africa ,2.242732584,3.504207208,3.84626954,3.913914593,3.978804489,4.007829184,4.019478312,3.987084366,3.989197655,3.983661069
MALAWI,Sub-Saharan Africa ,1.056325148,1.149309208,1.145695424,1.140155855,1.133719668,1.126497406,1.119021315,1.113091188,1.103581878,1.091782963
MALAYSIA,East Asia and Pacific ,2.975445671,3.692444758,4.041883175,3.434108489,3.411976345,3.365904391,3.297049278,3.276304796,3.241122251,3.204090429
MALDIVES,South Asia ,3.473634455,2.967289998,3.506819893,4.139794093,3.72779991,3.376764338,3.055128505,2.96433636,2.897653344,2.857807344
MALI,Sub-Saharan Africa ,0.9926705502,0.6159091426,0.5686657637,0.8952552147,0.7301365942,0.5945439654,0.435268497,0.3144093317,0.3005417027,0.2890580625
MALTA,Middle East and North Africa ,3.852835214,4.457626182,4.465529922,4.457026447,4.441371032,4.424225587,4.451395949,4.460335094,4.396083876,4.09310322
MARSHALL ISLANDS,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARTINIQUE,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAURITANIA,Sub-Saharan Africa ,2.270772572,3.531187391,4.042856735,4.607907139,5.256150606,5.95103713,6.739753914,6.900035099,7.026208425,7.072479404
MAURITIUS,Sub-Saharan Africa ,2.086061233,4.458650424,3.950966,4.449681657,3.931172705,3.464059587,3.204618575,1.012522823,2.942770213,2.76976824
MAYOTTE,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEXICO,Latin America and Caribbean ,4.336471365,4.199469269,4.34989789,4.421095999,4.609344795,4.806196655,4.793432159,4.753296367,4.952794804,5.135083026
MICRONESIA,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOLDOVA,Europe and Central Asia ,0.5257482767,0.4127928399,0.3474120963,0.3467720417,0.2569529637,0.190573912,0.2411825665,0.2045998932,0.2752861855,0.2693837209
MONACO,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONGOLIA,East Asia and Pacific ,1.173328615,1.583560346,1.341224963,1.483413284,1.479795721,1.472971739,3.004343316,2.713786783,3.589167643,3.688507608
MONTENEGRO,Europe and Central Asia ,3.254632678,3.705895804,4.050292147,4.199700484,4.213298223,4.22028002,3.960356631,4.076870525,4.029687934,3.93990733
MONTSERRAT,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOROCCO,Middle East and North Africa ,2.174545327,2.572017164,2.580738148,2.558098758,2.532182394,2.496765367,2.46406455,2.344004954,2.258051148,2.172153936
MOZAMBIQUE,Sub-Saharan Africa ,3.289914888,2.470494366,2.378730752,2.361373747,2.352334716,2.342360889,2.332052245,2.317993515,2.309309218,2.296967406
MYANMAR,East Asia and Pacific ,3.50406065,3.746754049,3.804626194,3.937035056,4.079750938,4.237400643,2.453598717,2.41783925,2.317805833,2.237281474
NAMIBIA,Sub-Saharan Africa ,5.26505629,3.694363068,4.102221929,4.536589774,5.367209154,6.321472942,6.441067038,6.548232491,6.570572566,6.514817726
NAURU,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEPAL,South Asia ,0.8200986059,1.181473782,1.220073287,1.256272957,1.277738191,1.300761884,1.341579836,1.379404134,1.403031533,1.42481999
NETHERLANDS,Europe and Central Asia ,3.253905729,3.957170496,3.830253679,4.02724432,4.010369735,3.990811223,3.844352626,3.89755762,3.72661253,3.484931579
NETHERLANDS ANTILLES,Europe and Central Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW CALEDONIA,East Asia and Pacific ,0.9287703654,0.9458386551,0.9455289375,0.9464701319,0.9379808773,0.9323783998,0.9271898878,1.162156759,1.155959826,1.14861082
NEW ZEALAND,East Asia and Pacific ,3.666960825,4.21397042,4.285712491,3.993054716,3.895511984,3.944883253,3.934664617,3.903876989,3.906467778,3.951666612
NICARAGUA,Latin America and Caribbean ,5.334730244,5.478707976,5.514120623,5.514158573,5.526733925,5.55378405,5.557127086,5.548806641,5.516518439,5.501220799
NIGER,Sub-Saharan Africa ,0.7597205545,0.6699032091,0.6730159307,0.6764487615,0.6781703715,0.6799267559,0.680580243,0.6753058875,0.6742901253,0.6724388056
NIGERIA,Sub-Saharan Africa ,0.9435810077,0.1481224702,0.08447571038,0.03807719841,1.064698459,1.322927551,1.434294746,1.455270575,1.481998397,1.484338376
NIUE,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORFOLK ISLAND,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTH KOREA,East Asia and Pacific ,1.598866118,1.892221311,1.896690056,1.905183018,1.907021871,1.901517869,1.895880892,1.881047568,1.879375069,1.8738978
NORTH MACEDONIA,Europe and Central Asia ,4.305762429,3.931519642,4.325754446,4.435975881,4.3762503,4.309158354,3.922688614,3.831330482,4.239858924,4.084155933
NORTHERN MARIANA ISLANDS,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORWAY,Europe and Central Asia ,1.719487279,1.907258931,1.715050953,1.806307442,1.678080354,1.556844335,1.688385186,1.594327962,1.166142484,0.7380163713
OMAN,Middle East and North Africa ,1.784291431,1.140969054,1.153259155,1.156890192,1.145034862,1.12580998,1.125795931,1.12657645,1.113509544,1.108759089
ORANGE FREE STATE,Sub-Saharan Africa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAKISTAN,South Asia ,0.7843237784,1.104913038,1.413948324,0.952801932,1.162430656,1.409555907,1.519480968,1.493283676,1.465693767,1.464824046
PAKISTAN (FORMER),South Asia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALAU,East Asia and Pacific ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALESTINE,Middle East and North Africa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
